0.005,141.2
0.01,90.0
0.015,84.9
0.02,83.9
0.025,84.8
0.03,82.8
0.035,82.0
0.04,81.2
0.045,81.4
0.05,80.3
0.055,84.2
0.06,96.4
0.065,90.3
0.07,94.1
0.075,97.6
0.08,83.9
0.085,82.5
0.09,90.8
0.095,95.0
0.1,80.8
0.105,87.3
0.11,84.3
0.115,83.9
0.12,86.0
0.125,84.5
0.13,86.1
0.135,80.7
0.14,82.4
0.145,94.4
0.15,81.4
0.155,77.7
0.16,82.7
0.165,87.5
0.17,81.3
0.175,91.1
